id,nama_lokasi,provider,alamat,kabupaten_kota,provinsi,latitude,longitude,type_charge,watt,jumlah_charger,jumlah_konektor,nama_chargerbox
45,SPKLU SEMAWANG - SANUR,Other/General,"Jalan Danau Poso, Sanur, Denpasar Selatan, Denpasar, Bali",Kota Denpasar,Bali,-8.705063,115.260063,fast,60 kW,1,3,Proteksindo DC EVDX-60
46,SPKLU GAIA MALL,Other/General,"JL Arteri Supadio, Sungai Raya, Kubu Raya, Kalimantan Barat",Kota Pontianak,Kalimantan Barat,-0.077664,109.367138,fast,60 kW,1,3,Proteksindo DC EVDX-60
47,SPKLU PLN UP3 Samarinda,SPKLU PLN,"Jl. Gajah Mada No. 23, Samarinda, Kalimantan Timur",Kota Samarinda,Kalimantan Timur,-0.5010567,117.1375655,ultrafast,100 kW,1,2,CS DC Charger
48,SPKLU WISMA PLN BEDUGUL,SPKLU PLN,"Jl. Raya Bedugul, Candikuning, Baturiti, Tabanan, Bali",Kab Tabanan,Bali,-8.2680846,115.1637101,medium,30 kW,3,1,Delta AC Max
48,SPKLU WISMA PLN BEDUGUL,SPKLU PLN,"Jl. Raya Bedugul, Candikuning, Baturiti, Tabanan, Bali",Kab Tabanan,Bali,-8.2680846,115.1637101,medium,30 kW,3,2,Delta DC Wallbox
48,SPKLU WISMA PLN BEDUGUL,SPKLU PLN,"Jl. Raya Bedugul, Candikuning, Baturiti, Tabanan, Bali",Kab Tabanan,Bali,-8.2680846,115.1637101,medium,30 kW,3,2,PHIHONG DC Wall Mount
49,SPKLU PLN ULP SINGARAJA,SPKLU PLN,"Jl. Ngurah Rai No.68, Singaraja, Buleleng, Bali",Kab Buleleng,Bali,-8.114361,115.091736,fast,60 kW,1,3,Proteksindo DC EVDX-60
50,SPKLU PLN UP3 PALU,SPKLU PLN,"Jl RA Kartini No 26 Palu, Sulawesi Tengah",Kab Palu,Sulawesi Tengah,-0.901621,119.878848,fast,60 kW,1,3,Proteksindo DC EVDX-60
51,SPKLU BBG Plaza Mandiri,Other/General,"Jl. Gatot Subroto No.Kav 36-38 RT.7/RW.3, Senayan, Kebayoran Baru, Jakarta Selatan",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.22458,106.814496,medium,25 kW,2,1,Delta AC Max
51,SPKLU BBG Plaza Mandiri,Other/General,"Jl. Gatot Subroto No.Kav 36-38 RT.7/RW.3, Senayan, Kebayoran Baru, Jakarta Selatan",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.22458,106.814496,medium,25 kW,2,2,Delta DC Wallbox
52,SPKLU PLN UP3 CEMPAKA PUTIH,SPKLU PLN,"Jl. Jend. Ahmad Yani No.15, RT.15/RW.3, Cempaka Putih, Jakarta Pusat",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.181162,106.875218,medium,22 kW,2,1,1. Autel MaxiCharger AC Wallbox
52,SPKLU PLN UP3 CEMPAKA PUTIH,SPKLU PLN,"Jl. Jend. Ahmad Yani No.15, RT.15/RW.3, Cempaka Putih, Jakarta Pusat",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.181162,106.875218,medium,22 kW,2,1,2. Autel MaxiCharger AC Wallbox
53,SPKLU PLN UP3 PONDOK KOPI,SPKLU PLN,"Jl. Raden Inten II No.10, Kalimalang, RT.4/RW.7, Duren Sawit, Jakarta Timur, DKI Jakarta 13930",Kota ADM Jakarta Timur,DKI Jakarta ,-6.242994,106.920621,medium,22 kW,1,1,Teison 22 KW
54,SPKLU AEON MALL TANJUNG BARAT,Other/General,"Jl. Raya Tanjung Barat No.163, RW.4, Tanjung Barat, Kec. Jagakarsa, Jakarta Selatan",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.307612,106.839764,fast,50 kW,1,3,Delta DC City Charger
55,SPKLU REST AREA KM 49-A LAMPUNG,Other/General,"REST AREA KM 49A JL TRANS SUMATERA, LAMPUNG",Kab Lampung Selatan,Lampung,-5.518308,105.520859,ultrafast,100 kW,2,3,Delta DC City Charger
55,SPKLU REST AREA KM 49-A LAMPUNG,Other/General,"REST AREA KM 49A JL TRANS SUMATERA, LAMPUNG",Kab Lampung Selatan,Lampung,-5.518308,105.520859,ultrafast,100 kW,2,2,Signet DC Fast Charger - 100 kW
56,SPKLU PLN UP3 BANDENGAN,SPKLU PLN,"Jl. Bandengan Utara Raya No.79, RW.16, Penjaringan, Jakarta Utara",Kota ADM Jakarta Utara,DKI Jakarta ,-6.136481,106.797052,medium,22 kW,1,1,Teison 22 KW
57,SPKLU PLN UIW Bangka Belitung,SPKLU PLN,"Jalan Soekarno Hatta KM 5 Pangkalpinang, Kepulauan Bangka Belitung",Kab Bangka Tengah,Bangka Belitung,-2.15902,106.129618,fast,50 kW,1,3,Delta DC City Charger
58,SPKLU AEON JGC,Other/General,"Jl. Jkt Garden City Boulevard No.1, RW.6, Cakung Timur, Kec. Cakung, Jakarta Timur",Kota ADM Jakarta Timur,DKI Jakarta ,-6.171932,106.952178,fast,60 kW,1,3,Proteksindo DC EVDX-60
59,SPKLU CityView Medan,Other/General,"Jl. Komodor Muda Adi Sucipto, Suka Damai, Kec. Medan Polonia, Kota Medan, Sumatera Utara",Kota Medan,Sumatera Utara,3.560838,98.683911,fast,50 kW,1,3,Delta DC City Charger
60,SPKLU PLN WTC Surabaya Mall,SPKLU PLN,"Jl. Pemuda No.27-31, Embong Kaliasin, Kec. Genteng, Surabaya",Kota Surabaya,Jawa Timur,-7.262561,112.748145,fast,60 kW,1,3,Proteksindo DC EVDX-60
61,SPKLU CENTER MALANG,Other/General,"Jl. Jenderal Basuki Rahmat No.100, Klojen, Kec. Klojen, Kota Malang, Jawa Timur",Kota Malang,Jawa Timur,-7.974131,112.630317,ultrafast,180 kW,5,2,1. CS Energy DC 180 kW
61,SPKLU CENTER MALANG,Other/General,"Jl. Jenderal Basuki Rahmat No.100, Klojen, Kec. Klojen, Kota Malang, Jawa Timur",Kota Malang,Jawa Timur,-7.974131,112.630317,ultrafast,180 kW,5,2,2. CS Energy DC 180 kW
61,SPKLU CENTER MALANG,Other/General,"Jl. Jenderal Basuki Rahmat No.100, Klojen, Kec. Klojen, Kota Malang, Jawa Timur",Kota Malang,Jawa Timur,-7.974131,112.630317,ultrafast,180 kW,5,2,3. CS Energy DC 180 kW
61,SPKLU CENTER MALANG,Other/General,"Jl. Jenderal Basuki Rahmat No.100, Klojen, Kec. Klojen, Kota Malang, Jawa Timur",Kota Malang,Jawa Timur,-7.974131,112.630317,ultrafast,180 kW,5,2,4. CS Energy DC 180 kW
61,SPKLU CENTER MALANG,Other/General,"Jl. Jenderal Basuki Rahmat No.100, Klojen, Kec. Klojen, Kota Malang, Jawa Timur",Kota Malang,Jawa Timur,-7.974131,112.630317,ultrafast,180 kW,5,3,Proteksindo DC EVDX-60
62,KANTOR GUBERNUR SULAWESI TENGAH,Other/General,"Jl. Sam Ratulangi No.101, Kota Palu, Sulawesi Tengah",Kab Palu,Sulawesi Tengah,-0.891122,119.871665,medium,30 kW,1,2,PHIHONG DC Wall Mount
63,SPKLU HAYAM WURUK,Other/General,"Jl. Hayam Wuruk No.266, Renon, Denpasar Selatan, Kota Denpasar, Bali",Kota Denpasar,Bali,-8.668544,115.243085,medium,30 kW,4,1,1. CS AC Charger
63,SPKLU HAYAM WURUK,Other/General,"Jl. Hayam Wuruk No.266, Renon, Denpasar Selatan, Kota Denpasar, Bali",Kota Denpasar,Bali,-8.668544,115.243085,medium,30 kW,4,1,CS DC Charger
63,SPKLU HAYAM WURUK,Other/General,"Jl. Hayam Wuruk No.266, Renon, Denpasar Selatan, Kota Denpasar, Bali",Kota Denpasar,Bali,-8.668544,115.243085,medium,30 kW,4,1,02. Wall Mount AC Charger
63,SPKLU HAYAM WURUK,Other/General,"Jl. Hayam Wuruk No.266, Renon, Denpasar Selatan, Kota Denpasar, Bali",Kota Denpasar,Bali,-8.668544,115.243085,medium,30 kW,4,2,PHIHONG DC Wall Mount
64,SPKLU MUNGGU,Other/General,"Jl. By Pass Tanah Lot 12, Munggu, Kec. Mengwi, Kabupaten Badung, Bali",Kab Badung,Bali,-8.624453,115.123511,fast,60 kW,1,3,Proteksindo DC EVDX-60
65,SPKLU PLN ULP TABANAN,SPKLU PLN,"Jl. Gajah Mada No.1, Tabanan, Bali",Kab Tabanan,Bali,-8.539487,115.127327,fast,60 kW,1,3,Proteksindo DC EVDX-60
66,SPKLU KINTAMANI,Other/General,"Jl. Yudhistira, Banjar Bugbugan, Kintamani - Bangli",Kab Bangli,Bali,-8.273101,115.345738,medium,30 kW,3,1,Delta AC Max
66,SPKLU KINTAMANI,Other/General,"Jl. Yudhistira, Banjar Bugbugan, Kintamani - Bangli",Kab Bangli,Bali,-8.273101,115.345738,medium,30 kW,3,2,Delta DC Wallbox
66,SPKLU KINTAMANI,Other/General,"Jl. Yudhistira, Banjar Bugbugan, Kintamani - Bangli",Kab Bangli,Bali,-8.273101,115.345738,medium,30 kW,3,2,PHIHONG DC Wall Mount
67,SPKLU PLN UP3 PARE PARE,SPKLU PLN,"Jl. Veteran No.32, Ujung Sabbang, Kec. Ujung, Kota Parepare, Sulawesi Selatan",Kab Pare Pare,Sulawesi Selatan,-4.010364,119.62315,fast,50 kW,3,1,Delta AC Max
67,SPKLU PLN UP3 PARE PARE,SPKLU PLN,"Jl. Veteran No.32, Ujung Sabbang, Kec. Ujung, Kota Parepare, Sulawesi Selatan",Kab Pare Pare,Sulawesi Selatan,-4.010364,119.62315,fast,50 kW,3,3,Delta DC City Charger
67,SPKLU PLN UP3 PARE PARE,SPKLU PLN,"Jl. Veteran No.32, Ujung Sabbang, Kec. Ujung, Kota Parepare, Sulawesi Selatan",Kab Pare Pare,Sulawesi Selatan,-4.010364,119.62315,fast,50 kW,3,2,Delta DC Wallbox
68,SPKLU PLN ULP GIANYAR,SPKLU PLN,"Jl. Kebo Iwa No. 2, Gianyar, Bali",Kab Gianyar,Bali,-8.543857,115.322668,fast,60 kW,2,3,Proteksindo DC EVDX-60
68,SPKLU PLN ULP GIANYAR,SPKLU PLN,"Jl. Kebo Iwa No. 2, Gianyar, Bali",Kab Gianyar,Bali,-8.543857,115.322668,fast,60 kW,2,1,01. Wall Mount AC Charger
69,SPKLU PLN ULP NEGARA,SPKLU PLN,"Jl. Gatot Subroto no.33 Kab.Jembrana, Bali",Kab Jembrana,Bali,-8.360389,114.625194,medium,30 kW,3,1,Delta AC Max
69,SPKLU PLN ULP NEGARA,SPKLU PLN,"Jl. Gatot Subroto no.33 Kab.Jembrana, Bali",Kab Jembrana,Bali,-8.360389,114.625194,medium,30 kW,3,2,Delta DC Wallbox
69,SPKLU PLN ULP NEGARA,SPKLU PLN,"Jl. Gatot Subroto no.33 Kab.Jembrana, Bali",Kab Jembrana,Bali,-8.360389,114.625194,medium,30 kW,3,2,PHIHONG DC Wall Mount
70,SPKLU PLN ULP KARANGASEM,SPKLU PLN,"Jl. Bhayangkara No.21, Karangasem, Bali",Kab Karangasem,Bali,-8.45237,115.616649,fast,50 kW,2,3,Delta DC City Charger
70,SPKLU PLN ULP KARANGASEM,SPKLU PLN,"Jl. Bhayangkara No.21, Karangasem, Bali",Kab Karangasem,Bali,-8.45237,115.616649,fast,50 kW,2,1,01. Wall Mount AC Charger
71,SPKLU PLN ULP KLUNGKUNG,SPKLU PLN,"Jl. Ngurah Rai No.40 Klungkung, Bali",Kab Klungkung,Bali,-8.530981,115.397887,fast,50 kW,2,3,Delta DC City Charger
71,SPKLU PLN ULP KLUNGKUNG,SPKLU PLN,"Jl. Ngurah Rai No.40 Klungkung, Bali",Kab Klungkung,Bali,-8.530981,115.397887,fast,50 kW,2,1,Wall Mount AC Charger
72,SPKLU TOHPATI,Other/General,"Jl. Merak No.10, Kesiman Kertalangu, Kec. Denpasar Timur, Kota Denpasar, Bali",Kota Denpasar,Bali,-8.63721,115.256691,ultrafast,100 kW,2,2,PHIHONG DC Wall Mount
72,SPKLU TOHPATI,Other/General,"Jl. Merak No.10, Kesiman Kertalangu, Kec. Denpasar Timur, Kota Denpasar, Bali",Kota Denpasar,Bali,-8.63721,115.256691,ultrafast,100 kW,2,2,Signet DC Fast Charger - 100 kW
73,SPKLU PLN UIP JBB,SPKLU PLN,"PT PLN (Persero) UIP JBB, Gandul, Kec. Cinere, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat,-6.343772,106.788417,medium,30 kW,3,1,Delta AC Max
73,SPKLU PLN UIP JBB,SPKLU PLN,"PT PLN (Persero) UIP JBB, Gandul, Kec. Cinere, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat,-6.343772,106.788417,medium,30 kW,3,2,Delta DC Wallbox
73,SPKLU PLN UIP JBB,SPKLU PLN,"PT PLN (Persero) UIP JBB, Gandul, Kec. Cinere, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat,-6.343772,106.788417,medium,30 kW,3,2,PHIHONG DC Wall Mount
74,SPKLU PT PJB,Other/General,"JL. Ketintang Baru No.11 Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur,-7.318496,112.727343,fast,60 kW,2,1,Mobi AC Stand
74,SPKLU PT PJB,Other/General,"JL. Ketintang Baru No.11 Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur,-7.318496,112.727343,fast,60 kW,2,2,PHIHONG DC Free Standing
75,SPKLU PLN UIW NTB,SPKLU PLN,"Jl. Langko No.25 - 27, Taman Sari, Ampenan, Mataram, Nusa Tenggara Barat",Kota Mataram,Nusa Tenggara Barat,-8.57734,116.08156,medium,30 kW,1,2,PHIHONG DC Wall Mount
76,SPKLU PLN UIW Papua & Papua Barat,SPKLU PLN,"Jl. A Yani No.18, Kota Jayapura, Papua - 99111",Kota Jayapura,Papua,-2.542911,140.702726,fast,50 kW,2,1,AC Mini Plus
76,SPKLU PLN UIW Papua & Papua Barat,SPKLU PLN,"Jl. A Yani No.18, Kota Jayapura, Papua - 99111",Kota Jayapura,Papua,-2.542911,140.702726,fast,50 kW,2,3,Delta DC City Charger
77,SPKLU EVC Plaza Balikpapan,Other/General,"Jl. Jendral Sudirman No.1, Klandasan Ilir, Kota Balikpapan, Kalimantan Timur",Kota Balikpapan,Kalimantan Timur,-1.278474,116.840217,medium,25 kW,2,1,Delta AC Max
77,SPKLU EVC Plaza Balikpapan,Other/General,"Jl. Jendral Sudirman No.1, Klandasan Ilir, Kota Balikpapan, Kalimantan Timur",Kota Balikpapan,Kalimantan Timur,-1.278474,116.840217,medium,25 kW,2,2,Delta DC Wallbox
78,SPKLU KFC Artha Gading,Other/General,"Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",Kota ADM Jakarta Utara,DKI Jakarta ,-6.147082,106.897397,medium,25 kW,2,1,Delta AC Max
78,SPKLU KFC Artha Gading,Other/General,"Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",Kota ADM Jakarta Utara,DKI Jakarta ,-6.147082,106.897397,medium,25 kW,2,2,Delta DC Wallbox
79,SPKLU PLN UP3 Yogyakarta,SPKLU PLN,"Jl. Gedongkuning No.3, Pringgolayan, Banguntapan, Bantul, DIY 55198",Kab Bantul,DI Yogyakarta,-7.809977,110.402461,ultrafast,100 kW,3,1,Altro AC Charger
79,SPKLU PLN UP3 Yogyakarta,SPKLU PLN,"Jl. Gedongkuning No.3, Pringgolayan, Banguntapan, Bantul, DIY 55198",Kab Bantul,DI Yogyakarta,-7.809977,110.402461,ultrafast,100 kW,3,2,CS DC Charger
79,SPKLU PLN UP3 Yogyakarta,SPKLU PLN,"Jl. Gedongkuning No.3, Pringgolayan, Banguntapan, Bantul, DIY 55198",Kab Bantul,DI Yogyakarta,-7.809977,110.402461,ultrafast,100 kW,3,3,Proteksindo DC EVDX-60
80,SPKLU ITDC,Other/General,"Central Park ITDC Nusa Dua, Kuta Selatan, Badung, Bali",Kab Badung,Bali,-8.802123,115.228439,ultrafast,200 kW,6,2,UFC 01
80,SPKLU ITDC,Other/General,"Central Park ITDC Nusa Dua, Kuta Selatan, Badung, Bali",Kab Badung,Bali,-8.802123,115.228439,ultrafast,200 kW,6,2,UFC 02
80,SPKLU ITDC,Other/General,"Central Park ITDC Nusa Dua, Kuta Selatan, Badung, Bali",Kab Badung,Bali,-8.802123,115.228439,ultrafast,200 kW,6,2,UFC 03
80,SPKLU ITDC,Other/General,"Central Park ITDC Nusa Dua, Kuta Selatan, Badung, Bali",Kab Badung,Bali,-8.802123,115.228439,ultrafast,200 kW,6,2,UFC 04
80,SPKLU ITDC,Other/General,"Central Park ITDC Nusa Dua, Kuta Selatan, Badung, Bali",Kab Badung,Bali,-8.802123,115.228439,ultrafast,200 kW,6,1,SC 01
80,SPKLU ITDC,Other/General,"Central Park ITDC Nusa Dua, Kuta Selatan, Badung, Bali",Kab Badung,Bali,-8.802123,115.228439,ultrafast,200 kW,6,2,Zora EDC 180 Fast Charger
81,SPKLU PLN UIW ACEH,SPKLU PLN,"JL. Tengku H. Daud Beureueh No. 172 Lampriek, Aceh",Kota Banda Aceh,Aceh,5.562284,95.334528,ultrafast,100 kW,2,2,Teison DC 100 KW
81,SPKLU PLN UIW ACEH,SPKLU PLN,"JL. Tengku H. Daud Beureueh No. 172 Lampriek, Aceh",Kota Banda Aceh,Aceh,5.562284,95.334528,ultrafast,100 kW,2,3,Proteksindo DC EVDX-60
82,SPKLU PLN UID Jawa Tengah & DIY,SPKLU PLN,"Jl Teuku Umar No 47 Jatingaleh, Semarang, Jawa Tengah, 50234",Kota Semarang,Jawa Tengah,-7.030307,110.417839,fast,60 kW,2,1,Chargecore AC-22
82,SPKLU PLN UID Jawa Tengah & DIY,SPKLU PLN,"Jl Teuku Umar No 47 Jatingaleh, Semarang, Jawa Tengah, 50234",Kota Semarang,Jawa Tengah,-7.030307,110.417839,fast,60 kW,2,3,Proteksindo DC EVDX-60
83,SPKLU PLN ULP PARAPAT,SPKLU PLN,"Jl. Bangun Dolok Nomor 14 Girsang Sipangan Bolon, Simalungun, Sumatera Utara",Kab Simalungun,Sumatera Utara,2.667909,98.943222,fast,50 kW,3,1,Delta AC Max
83,SPKLU PLN ULP PARAPAT,SPKLU PLN,"Jl. Bangun Dolok Nomor 14 Girsang Sipangan Bolon, Simalungun, Sumatera Utara",Kab Simalungun,Sumatera Utara,2.667909,98.943222,fast,50 kW,3,2,Delta DC Wallbox
83,SPKLU PLN ULP PARAPAT,SPKLU PLN,"Jl. Bangun Dolok Nomor 14 Girsang Sipangan Bolon, Simalungun, Sumatera Utara",Kab Simalungun,Sumatera Utara,2.667909,98.943222,fast,50 kW,3,2,Free Standing DC Fast Charger
84,SPKLU Apartemen Aeropolis,Other/General,"Jl. Aeropolis, RT.001/RW.004, Banten, Kec. Neglasari, Kota Tangerang, Banten 15129",Kota Tangerang,Banten,-6.144116,106.631498,medium,25 kW,3,1,1. Delta AC Max
84,SPKLU Apartemen Aeropolis,Other/General,"Jl. Aeropolis, RT.001/RW.004, Banten, Kec. Neglasari, Kota Tangerang, Banten 15129",Kota Tangerang,Banten,-6.144116,106.631498,medium,25 kW,3,2,1. Delta DC Wallbox
84,SPKLU Apartemen Aeropolis,Other/General,"Jl. Aeropolis, RT.001/RW.004, Banten, Kec. Neglasari, Kota Tangerang, Banten 15129",Kota Tangerang,Banten,-6.144116,106.631498,medium,25 kW,3,1,Teison 22 KW
85,SPKLU PLN ULP BRASTAGI,SPKLU PLN,"Jl. Udara No.7, Gundaling I, Berastagi, Gundaling I, Kec. Berastagi, Kab. Karo, Sumatera Utara",Kab Karo,Sumatera Utara,3.188122,98.508156,ultrafast,180 kW,2,2,CS Energy DC 180 kW
85,SPKLU PLN ULP BRASTAGI,SPKLU PLN,"Jl. Udara No.7, Gundaling I, Berastagi, Gundaling I, Kec. Berastagi, Kab. Karo, Sumatera Utara",Kab Karo,Sumatera Utara,3.188122,98.508156,ultrafast,180 kW,2,2,PHIHONG DC Wall Mount
86,SPKLU PLN ULP Tebing Tinggi,SPKLU PLN,"Jl. Jend. Sudirman No.287, Badak Bejuang, Tebing Tinggi Kota, Sumatera Utara",Kota Pematangsiantar,Sumatera Utara,3.3349959,99.1629821,fast,50 kW,2,1,Delta AC Max
86,SPKLU PLN ULP Tebing Tinggi,SPKLU PLN,"Jl. Jend. Sudirman No.287, Badak Bejuang, Tebing Tinggi Kota, Sumatera Utara",Kota Pematangsiantar,Sumatera Utara,3.3349959,99.1629821,fast,50 kW,2,2,Free Standing DC Fast Charger
87,SPKLU Taman Wisata Candi Borobudur,Other/General,"Kawasan Candi Borobudur, Magelang, Jawa Tengah 56553",Kab Magelang,Jawa Tengah,-7.60332,110.196564,fast,60 kW,1,3,Proteksindo DC EVDX-60
88,SPKLU Kawasan Candi Prambanan,Other/General,"Jl. Raya Solo – Yogyakarta No.16 Prambanan, Kab Sleman, Daerah Istimewa Yogyakarta 55571",Kab Klaten,Jawa Tengah,-7.754389,110.493472,fast,60 kW,3,1,1. Chargecore AC-22
88,SPKLU Kawasan Candi Prambanan,Other/General,"Jl. Raya Solo – Yogyakarta No.16 Prambanan, Kab Sleman, Daerah Istimewa Yogyakarta 55571",Kab Klaten,Jawa Tengah,-7.754389,110.493472,fast,60 kW,3,1,2. Chargecore AC-22
88,SPKLU Kawasan Candi Prambanan,Other/General,"Jl. Raya Solo – Yogyakarta No.16 Prambanan, Kab Sleman, Daerah Istimewa Yogyakarta 55571",Kab Klaten,Jawa Tengah,-7.754389,110.493472,fast,60 kW,3,3,Proteksindo DC EVDX-60
89,SPKLU PARADOX KUPANG,Other/General,"JL. W.J Lalamentik No 123, Oebufu, Oebobo, Kupang, NTT",Kab Kupang,Nusa Tenggara Timur,-10.173431,123.61392,medium,25 kW,2,1,Delta AC Max
89,SPKLU PARADOX KUPANG,Other/General,"JL. W.J Lalamentik No 123, Oebufu, Oebobo, Kupang, NTT",Kab Kupang,Nusa Tenggara Timur,-10.173431,123.61392,medium,25 kW,2,2,Delta DC Wallbox
90,SPKLU MENARA BNI,Other/General,"Jl. Pejompongan Raya No.20, Bendungan Hilir, Tanah Abang, Jakarta Pusat",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.204253,106.802061,medium,25 kW,2,1,Delta AC Max
90,SPKLU MENARA BNI,Other/General,"Jl. Pejompongan Raya No.20, Bendungan Hilir, Tanah Abang, Jakarta Pusat",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.204253,106.802061,medium,25 kW,2,2,Delta DC Wallbox
91,SPKLU GRHA BNI,Other/General,"Jl. Jenderal Sudirman No.1, RW.11, Karet Tengsin, Tanah Abang, Jakarta Pusat",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.2032497,106.8209394,medium,25 kW,2,1,Delta AC Max
91,SPKLU GRHA BNI,Other/General,"Jl. Jenderal Sudirman No.1, RW.11, Karet Tengsin, Tanah Abang, Jakarta Pusat",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.2032497,106.8209394,medium,25 kW,2,2,Delta DC Wallbox
92,SPKLU HVT Rest Area KM 10.6 Tol Jagorawi,HVT,"Rest Area Tol Jagorawi KM 10.6, Cipayung, Jakarta Timur",Kota ADM Jakarta Timur,DKI Jakarta ,-6.340455,106.890173,ultrafast,200 kW,6,3,6. Teison DC 60 KW
92,SPKLU HVT Rest Area KM 10.6 Tol Jagorawi,HVT,"Rest Area Tol Jagorawi KM 10.6, Cipayung, Jakarta Timur",Kota ADM Jakarta Timur,DKI Jakarta ,-6.340455,106.890173,ultrafast,200 kW,6,2,1. Teison DC 200 kW
92,SPKLU HVT Rest Area KM 10.6 Tol Jagorawi,HVT,"Rest Area Tol Jagorawi KM 10.6, Cipayung, Jakarta Timur",Kota ADM Jakarta Timur,DKI Jakarta ,-6.340455,106.890173,ultrafast,200 kW,6,2,2. Teison DC 200 kW
92,SPKLU HVT Rest Area KM 10.6 Tol Jagorawi,HVT,"Rest Area Tol Jagorawi KM 10.6, Cipayung, Jakarta Timur",Kota ADM Jakarta Timur,DKI Jakarta ,-6.340455,106.890173,ultrafast,200 kW,6,2,3. Teison DC 120 kW
92,SPKLU HVT Rest Area KM 10.6 Tol Jagorawi,HVT,"Rest Area Tol Jagorawi KM 10.6, Cipayung, Jakarta Timur",Kota ADM Jakarta Timur,DKI Jakarta ,-6.340455,106.890173,ultrafast,200 kW,6,2,4. Teison DC 120 kW
92,SPKLU HVT Rest Area KM 10.6 Tol Jagorawi,HVT,"Rest Area Tol Jagorawi KM 10.6, Cipayung, Jakarta Timur",Kota ADM Jakarta Timur,DKI Jakarta ,-6.340455,106.890173,ultrafast,200 kW,6,2,5. Teison DC 60 KW
93,SPKLU PLN UP3 SOLOK,SPKLU PLN,"Jl. Prof Dr Hamka, Kota Solok, Sumatera Barat",Kota Solok,Sumatera Barat,-0.799826,100.65282,medium,25 kW,2,1,Delta AC Max
93,SPKLU PLN UP3 SOLOK,SPKLU PLN,"Jl. Prof Dr Hamka, Kota Solok, Sumatera Barat",Kota Solok,Sumatera Barat,-0.799826,100.65282,medium,25 kW,2,2,Delta DC Wallbox
94,SPKLU PLN UP3 SINGKAWANG,SPKLU PLN,"Jl. Alianyang No.71, Singkawang, Kalimantan Barat 79111",Kota Singkawang,Kalimantan Barat,0.911775,108.980314,fast,60 kW,1,3,Proteksindo DC EVDX-60
95,SPKLU PLN UP3 PALANGKA RAYA,SPKLU PLN,"Jl. Ahmad Yani No.1, Kec. Pahandut, Kota Palangka Raya, Prov. Kalimantan Tengah",Kota Palangka Raya,Kalimantan Tengah ,-2.207808,113.922781,fast,50 kW,3,1,2. Autel MaxiCharger AC Wallbox
95,SPKLU PLN UP3 PALANGKA RAYA,SPKLU PLN,"Jl. Ahmad Yani No.1, Kec. Pahandut, Kota Palangka Raya, Prov. Kalimantan Tengah",Kota Palangka Raya,Kalimantan Tengah ,-2.207808,113.922781,fast,50 kW,3,1,3. Autel MaxiCharger AC Wallbox
95,SPKLU PLN UP3 PALANGKA RAYA,SPKLU PLN,"Jl. Ahmad Yani No.1, Kec. Pahandut, Kota Palangka Raya, Prov. Kalimantan Tengah",Kota Palangka Raya,Kalimantan Tengah ,-2.207808,113.922781,fast,50 kW,3,3,1. Delta DC City Charger
96,SPKLU KFC JALAN PANJANG,Other/General,"Jl. Panjang Arteri Klp. Dua Raya, Kebun Jeruk, Jakarta Barat",Kota ADM Jakarta Barat,DKI Jakarta ,-6.201169,106.769418,medium,22 kW,1,1,Delta AC Max
97,SPKLU UP3 BELITUNG,Other/General,"Jl. Ahmad Yani No.111, Belitung, Kepulauan Bangka Belitung",Kab Bangka Tengah,Bangka Belitung,-2.7426409,107.6615964,fast,50 kW,1,3,Delta DC City Charger
98,SPKLU PLN UP3 Bontang,SPKLU PLN,"Jl. MT. Haryono No.12 Bontang, Kalimantan Timur",Kota Bontang,Kalimantan Timur,0.136532,117.482063,fast,60 kW,1,3,Proteksindo DC EVDX-60
99,SPKLU KEMPINSKI,Other/General,"lot 4, Jl. Raya Nusa Dua Selatan, Benoa, Kuta Selatan, Badung, Bali",Kab Badung,Bali,-8.8280288,115.215578,ultrafast,200 kW,2,2,UFC 01
99,SPKLU KEMPINSKI,Other/General,"lot 4, Jl. Raya Nusa Dua Selatan, Benoa, Kuta Selatan, Badung, Bali",Kab Badung,Bali,-8.8280288,115.215578,ultrafast,200 kW,2,2,UFC 02
100,SPKLU Brilian 1,Other/General,"Jl. Jenderal Sudirman No.14, Bendungan Hilir, Tanah Abang, Jakarta Pusat",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.216833,106.813159,medium,25 kW,2,1,Delta AC Max
100,SPKLU Brilian 1,Other/General,"Jl. Jenderal Sudirman No.14, Bendungan Hilir, Tanah Abang, Jakarta Pusat",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.216833,106.813159,medium,25 kW,2,2,Delta DC Wallbox
